url,Title
https://www.facebook.com/SenyoraOfficial/?fref=nf,Ang masasabi ko lang sa laganap na patayan ng alleged drug pushers sa bansa na umabot 100 sa loob lamang ng isang buwan ay marapat lamang na mag conduct ng imbestigasyon para makita kung pinatay nga ba silang walang kalabanlaban o lumaban talaga kaya pinatay.
https://www.facebook.com/SenyoraOfficial/?fref=nf,Kung hindi lang magsusugat 'tong palad ko nasampal na kita.
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Sleep na. Don't overthink, lalong lalaki noo mo."
https://www.facebook.com/SenyoraOfficial/?fref=nf,Puro totoy naririnig ko sa PBB. Leche ambot
https://www.facebook.com/SenyoraOfficial/?fref=nf,Binabagay ko kasi sama ng ugali ko sa sama ng mukha mo. Mukha mo dapat mag adjust hindi ugali ko.
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Maganda na, talented pa. Kabahan ka"
https://www.facebook.com/SenyoraOfficial/?fref=nf,Iba ang diet sa walang makain.
https://www.facebook.com/SenyoraOfficial/?fref=nf,Di lumilipas ang araw na wala akong nababasang dede! Punyetang dede! Lahat na lang puro dede! Mga insekyora! Kayo ang mga walang dede leche
https://www.facebook.com/SenyoraOfficial/?fref=nf,Tulog na may pasok pa bukas. Kaya ka laging sabaw eh
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Tanga na nga sa pag-ibig, pati ba naman sa acads. Balance it! Sa isa ka lang dapat tanga."
https://www.facebook.com/SenyoraOfficial/?fref=nf,Hindi ako friendly. Distansya
https://www.facebook.com/SenyoraOfficial/?fref=nf,Pano ba hindi maging fresh? Teach me.
https://www.facebook.com/SenyoraOfficial/?fref=nf,Pinapakita mo kasi na may pake ka pa rin kaya hindi tumitigil na guluhin ang buhay mo. Tanga!
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Kabalo man ko na gwapa ko ayaw na sige ug i-istorya. Makalagot naman usahay, dili gane nako ginabalik-balik sa inyuha na maot mo. Respeto pud ba."
https://www.facebook.com/SenyoraOfficial/?fref=nf,"May mga friends talaga tayo dito sa facebook na puro kahipokritohan at katangahan ang status, tipong ang sarap ratratin hanggang lumubog sa lupa! Pero syempre mabait tayo kaya dedma na lang."
https://www.facebook.com/SenyoraOfficial/?fref=nf,Nakakatuwa na araw araw maraming sumusuko at handa na mag bagong buhay. Pero grabe! Ang lala ng apat na libo sa isang lugar lang. Jusko Tagum pa yan ha! Pano na lang sa NCR na mas talamak ang droga.
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Hindi ako hater, sadyang panget ka lang talaga"
https://www.facebook.com/SenyoraOfficial/?fref=nf,Bad angle
https://www.facebook.com/SenyoraOfficial/?fref=nf,Hilig mag selfie kasama pet n'ya. Nalilito tuloy ako. San ka jan?
https://www.facebook.com/SenyoraOfficial/?fref=nf,Yung pake ko
https://www.facebook.com/SenyoraOfficial/?fref=nf,Hindi ka na tinatablan ng lamig ano? Pasalamat ka sa kanya sinanay ka sa pagiging cold. Naks immune
https://www.facebook.com/SenyoraOfficial/?fref=nf,Mga walanghiya!!! Idedemanda ko kayo Philstar! Sabotage!!! Bayarang media! Bina-black propaganda n'yo dede ko!!
https://www.facebook.com/SenyoraOfficial/?fref=nf,Naaalala mo pa ba ang
https://www.facebook.com/SenyoraOfficial/?fref=nf,Alam mo ba kung bakit wala kang lovelife? Puro paghahanap kasing cellphone sa carpet inaatupag mo.
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Oh wala na daw pasok sa school mo... dating school mo, kasi nga diba matanda ka na't nagtatrabaho. Lampake sa'yo diablong boss mo. Happy swimming."
https://www.facebook.com/SenyoraOfficial/?fref=nf,May espesyal na lugar sa impyerno ang mga taong hindi marunong magbalik ng ballpen.
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Sa 1M Facebook Likers ng Page na ito, at sa 41M Tweets noong tamang panahon ,"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Aldub looking dazzling waving to their fans.
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,When they're hugging each other like this.
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Maine and Alden with GMA people.
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,DongYan on IYAM's Primear night.
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Instagram Posts from @glitz.ph; •I've never seen a premiere night as big as this! Uploading videos now on YouTube Channel MJ de Leon.; •Crazy crowd there my loves! But we survived! #IYAMTheGrandPremiere; •She was nothing but pretty and he was dapper, as usual. Huge crowd here at SM Megamall. And I mean, HUGE! #IYAMTheGrandPremiere"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,The star of the night's arrival at SM Megamall for the premiere of their movie
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,The phenomenal stars on the premiere night of their very first movie
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Tweet from Ate Niki; Pans na pans nyo po ako!!
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Instagram Post from @pepalerts; @aldenrichards02 and @mainedcm thank their fans for their overwhelming support for their movie; . #IYAMTheGrandPremiere
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Instagram Post from Ninang Dub; My shot of our two beautiful bibis sa side ng stage before the movie started. Movie's starting now! #IYAMTheGrandPremiere ang lakas at nakakabinging hiyawan!
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Instagram Post from @rosegarciafab; Finally!; for the
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Instagram Posts from @artistcenter; •; and; stroking Juliet's statue in Juliet's courtyard-an important landmark in; . Found in Italy, Juliet's statue will give luck in love to those who stroke its right breast; #IYAMTheGrandPremiere #ALDUBIYAMBukasNa; •Great set-up for the #IYAMTheGrandPremiere with pivotal landm"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Instagram Posts from @yes_magazine; •They're here! @aldenrichards02 @mainedcm , the stars of; and the cover stars of; •Both @aldenrichards02 and @mainedcm look excited to see their movie #ImagineYouAndMe"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,That slit tho
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,ALDUB NATION UPDATE:
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Late Post: Alden and Maine, on their way to the premiere night"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Andrew × Gara, Lola Nidora × Lola Tinidora, Faulkerson Fam, Primetime King and Queen, Cacai × Jerald × Ms. Irma × Jasmine and Jeff"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Instagram Post from @insideshowbiz; Question: ""Mahigpit ba kayo sa manliligaw ni Maine? ""NO COMMENT""; Brothers of @mainedcm show their support to their beloved Menggay.; #MaineMendoza"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Faulkerson family is now at SM Megamall for the premiere night
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Instagram Post from @johnpaulduy; Alden and Maine
